recipe_id,recipe_title,ingredient_id,original_text,clean_text,ingredient_name_clean,unit_clean,quantity_original,quantity_value,unit_extracted,ingredient_extracted,preparation_state,metric_equivalent_value,metric_equivalent_unit,ingredient_standardized,metric_quantity_value,metric_quantity_unit,conversion_method
86af71bd-e16a-11ed-be2a-a96d6180cd25,Camarones con Salsa de Cilantro,9,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71be-e16a-11ed-afa4-a96d6180cd25,Bistec a la Criolla,6,Sal y pimienta negra,sal y pimienta negra,sal y pimienta negra,,1,1.0,unidad,sal y pimienta negra,,,,sal y pimienta negra,,,sin_conversion
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,5,Un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,un cuarto de taza de queso mozzarella rallado o queso blanco,,1,1.0,unidad,cuarto de taza de queso mozzarella o queso blanco,rallado,,,queso mozzarella,,,sin_conversion
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,6,Sal al gusto,sal al gusto,sal al gusto,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af71bf-e16a-11ed-b6df-a96d6180cd25,Arepas de Yuca,7,Mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,mantequilla para cocinar las arepas,,1,1.0,unidad,mantequilla para cocinar las arepas,,,,mantequilla para cocinar las arepa,,,sin_conversion
86af71c0-e16a-11ed-924d-a96d6180cd25,Sopa de Lentejas con Carne,3,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,3,Aceite de oliva,aceite de oliva,aceite de oliva,,1,1.0,unidad,aceite de oliva,,,,aceite de oliva,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,6,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c1-e16a-11ed-9673-a96d6180cd25,Bistec Encebollado,9,1 to mate finamente picado,1 to mate finamente picado,to mate finamente picado,,1,1.0,unidad,to mate,finamente picado,,,to mate,,,sin_conversion
86af71c2-e16a-11ed-a792-a96d6180cd25,Arepa de Huevo,5,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,1,1.0,unidad,aceite vegetal para freir,,,,aceite vegetal,,,sin_conversion
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,5,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,6,4 filetes de bacalao o trucha,4 filetes de bacalao o trucha,filetes de bacalao o trucha,,4,4.0,unidad,bacalao o trucha,filetes,,,bacalao o trucha,,,sin_conversion
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,7,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c3-e16a-11ed-aeb2-a96d6180cd25,Pescado Aborrajado,9,Aceite vegetal o de canola para cocinar el pescado,aceite vegetal o de canola para cocinar el pescado,aceite vegetal o de canola para cocinar el pescado,,1,1.0,unidad,aceite vegetal o de canola para cocinar el pescado,,,,aceite vegetal,,,sin_conversion
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,7,Sal,sal,sal,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af71c4-e16a-11ed-9cbf-a96d6180cd25,Estofado de Res,9,1 hoja de laurel,1 hoja de laurel,laurel,hoja,1,1.0,hoja,laurel,,,,laurel,,,sin_conversion
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,1,1 muchacho posta o capón de 3 a 4 libras entero,1 muchacho posta o capon de 3 a 4 libras entero,muchacho posta o capon de 3 a 4 libras entero,,1,1.0,unidad,muchacho posta o capon de 3 a 4 libras entero,,,,muchacho posta o capon de 3 a 4 libra entero,,,sin_conversion
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,4,2 cebollas largas,2 cebollas largas,cebollas largas,,2,2.0,unidad,cebollas largas,,,,cebolla larga,,,sin_conversion
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,5,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c5-e16a-11ed-bdfb-a96d6180cd25,Capón Relleno,8,3 huevos cocinados duros,3 huevos cocinados duros,huevos cocinados duros,,3,3.0,unidad,huevos cocinados duros,,,,huevo cocinado duro,,,sin_conversion
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,7,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c6-e16a-11ed-abc5-a96d6180cd25,Bistec a Caballo,10,4 huevos fritos,4 huevos fritos,huevos fritos,,4,4.0,unidad,huevos fritos,,,,huevo frito,,,sin_conversion
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,3,3 cebollas largas picadas,3 cebollas largas picadas,cebollas largas picadas,,3,3.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,5,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71c7-e16a-11ed-8664-a96d6180cd25,Sopa de Lentejas y Pollo,11,2 pechugas de pollo grande deshuesadas y sin piel,2 pechugas de pollo grande deshuesadas y sin piel,pechugas de pollo grande deshuesadas y sin piel,,2,2.0,unidad,pechugas de pollo deshuesadas y,grande sin piel,,,pechuga de pollo deshuesada,,,sin_conversion
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,8,1 pastilla de caldo de pescado,1 pastilla de caldo de pescado,pastilla de caldo de pescado,,1,1.0,pastilla,caldo de pescado,,,,caldo de pescado,,,sin_conversion
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,11,"1 lata 13,5 oz de leche de coco","1 lata 13,5 oz de leche de coco","13,5 oz de leche de coco",lata,1,1.0,lata,"13,5 oz de leche de coco",,,,13 5 oz de leche de coco,,,sin_conversion
86af71c8-e16a-11ed-a535-a96d6180cd25,Cazuela de Mariscos Colombiana,14,12 almejas littleneck limpias,12 almejas littleneck limpias,almejas littleneck limpias,,12,12.0,unidad,almejas littleneck limpias,,,,almeja littleneck,,,sin_conversion
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,6,5 cebollas largas picadas,5 cebollas largas picadas,cebollas largas picadas,,5,5.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,8,1 pimentón rojo pequeño cortado en cubitos,1 pimenton rojo pequeno cortado en cubitos,pimenton rojo pequeno cortado en cubitos,,1,1.0,unidad,pimenton rojo,pequeno cortado en cubitos,,,pimenton,,,sin_conversion
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,10,Sal al gusto,sal al gusto,sal al gusto,,1,1.0,unidad,sal,,,,sal,,,sin_conversion
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,12,Pimienta molida fresca,pimienta molida fresca,pimienta molida fresca,,1,1.0,unidad,pimienta,molida fresca,,,pimienta,,,sin_conversion
86af71c9-e16a-11ed-bf34-a96d6180cd25,Arroz Atollado de Pollo y Chorizo,14,2 chorizos desmenuzados,2 chorizos desmenuzados,chorizos desmenuzados,,2,2.0,unidad,chorizos desmenuzados,,,,chorizo desmenuzado,,,sin_conversion
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,3,1 pimentón rojo pequeño picado,1 pimenton rojo pequeno picado,pimenton rojo pequeno picado,,1,1.0,unidad,pimenton rojo,pequeno picado,,,pimenton,,,sin_conversion
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,4,2 cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,,2,2.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,12,2 mazorcas de maíz cortadas en trozos o granos,2 mazorcas de maiz cortadas en trozos o granos,mazorcas de maiz cortadas en trozos o granos,,2,2.0,unidad,mazorcas de maiz o granos,cortadas en trozos,,,mazorca de maiz o grano,,,sin_conversion
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,16,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71ca-e16a-11ed-8ad2-a96d6180cd25,Cazuela de Pollo y Coco,17,Cilantro fresco picado para servir,cilantro fresco picado para servir,cilantro fresco picado para servir,,1,1.0,unidad,cilantro para servir,fresco picado,,,cilantro,,,sin_conversion
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,8,Sal y pimienta a su gusto,sal y pimienta a su gusto,sal y pimienta a su gusto,,1,1.0,unidad,sal y pimienta a su gusto,,,,sal y pimienta a su gusto,,,sin_conversion
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,9,Cilantro fresco,cilantro fresco,cilantro fresco,,1,1.0,unidad,cilantro,fresco,,,cilantro,,,sin_conversion
86af71cb-e16a-11ed-bab4-a96d6180cd25,Sopa de Arroz y Frijoles,10,Chorizo cocido para servir opcional,chorizo cocido para servir opcional,chorizo cocido para servir opcional,,1,1.0,unidad,chorizo para servir,cocido,,,chorizo para servir,,,sin_conversion
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,10,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71cc-e16a-11ed-8af4-a96d6180cd25,Sopa de Arroz con Carne en Polvo,12,Carne en polvo ver receta aquí,carne en polvo ver receta aqui,carne en polvo ver receta aqui,,1,1.0,unidad,carne en polvo ver receta aqui,,,,carne en polvo ver receta aqui,,,sin_conversion
86af71cd-e16a-11ed-b708-a96d6180cd25,Sopa de Arroz con Pollo,3,1 tableta de caldo de pollo,1 tableta de caldo de pollo,tableta de caldo de pollo,,1,1.0,unidad,tableta de caldo de pollo,,,,caldo de pollo,,,sin_conversion
86af71ce-e16a-11ed-b2f6-a96d6180cd25,Sopa de Patacón,7,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71ce-e16a-11ed-b2f6-a96d6180cd25,Sopa de Patacón,9,Un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,un cuarto de cucharadita de achiote,,1,1.0,unidad,cuarto de cucharadita de achiote,,,,achiote,,,sin_conversion
86af71ce-e16a-11ed-b2f6-a96d6180cd25,Sopa de Patacón,10,12 patacones cocidos tostones (Mira la receta aquí),12 patacones cocidos tostones mira la receta aqui,patacones cocidos tostones mira la receta aqui,,12,12.0,unidad,patacones cocidos tostones,,,,patacon toston,,,sin_conversion
86af71ce-e16a-11ed-b2f6-a96d6180cd25,Sopa de Patacón,11,Cilantro fresco para adornar,cilantro fresco para adornar,cilantro fresco para adornar,,1,1.0,unidad,cilantro para adornar,fresco,,,cilantro,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,1,3 ears fresh corn cut into 3 pieces,3 ears fresh corn cut into 3 pieces,ears fresh corn cut into 3 pieces,,3,3.0,unidad,ears fresh corn cut into 3 pieces,,,,ears fresh corn cut into 3 piec,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,2,12 cups of water,12 cups of water,cups of water,,12,12.0,unidad,cups of water,,,,cups of water,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,3,½ cup aliños,1/2 cup alinos,cup alinos,,1/2,0.5,unidad,cup alinos,,,,cup alino,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,4,1 big whole chicken,1 big whole chicken,big whole chicken,,1,1.0,unidad,big whole chicken,,,,big whole chicken,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,5,1 teaspoon salt,1 teaspoon salt,teaspoon salt,,1,1.0,unidad,teaspoon salt,,,,teaspoon salt,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,6,2 green plantains peeled and cut crosswise into 2 inch pieces,2 green plantains peeled and cut crosswise into 2 inch pieces,green plantains peeled and cut crosswise into 2 inch pieces,,2,2.0,unidad,green plantains peeled and cut crosswise into 2 inch pieces,,,,green plantain peeled and cut crosswise into 2 inch piec,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,7,2 chicken bouillon cubes,2 chicken bouillon cubes,chicken bouillon cubes,,2,2.0,unidad,chicken bouillon cubes,,,,chicken bouillon cub,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,8,6 medium white potatoes peeled and cut in half,6 medium white potatoes peeled and cut in half,medium white potatoes peeled and cut in half,,6,6.0,unidad,medium white potatoes peeled and cut in half,,,,medium white potato peeled and cut in half,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,9,1 pound frozen yuca cut into big pieces,1 pound frozen yuca cut into big pieces,pound frozen yuca cut into big pieces,,1,1.0,unidad,pound frozen yuca cut into big pieces,,,,yuca,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,10,¼ cup chopped fresh cilantro,1/4 cup chopped fresh cilantro,cup chopped fresh cilantro,,1/4,0.25,unidad,cup chopped fresh cilantro,,,,cilantro,,,sin_conversion
86af71cf-e16a-11ed-ac0d-a96d6180cd25,Sancocho de Gallina o Valluno,11,¼ teaspoon ground pepper,1/4 teaspoon ground pepper,teaspoon ground pepper,,1/4,0.25,unidad,teaspoon ground pepper,,,,teaspoon ground pepper,,,sin_conversion
86af71d0-e16a-11ed-b080-a96d6180cd25,Sopa de Verduras,4,1 hoja de laurel,1 hoja de laurel,laurel,hoja,1,1.0,hoja,laurel,,,,laurel,,,sin_conversion
86af71d0-e16a-11ed-b080-a96d6180cd25,Sopa de Verduras,8,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d1-e16a-11ed-8c60-a96d6180cd25,Crema de Mazorca,1,4 mazorcas de maíz desgranadas,4 mazorcas de maiz desgranadas,mazorcas de maiz desgranadas,,4,4.0,unidad,mazorcas de maiz desgranadas,,,,mazorca de maiz desgranada,,,sin_conversion
86af71d1-e16a-11ed-8c60-a96d6180cd25,Crema de Mazorca,3,2 cubitos de caldo de pollo o vegetales,2 cubitos de caldo de pollo o vegetales,cubitos de caldo de pollo o vegetales,,2,2.0,unidad,caldo de pollo o vegetales,cubitos,,,caldo de pollo,,,sin_conversion
86af71d2-e16a-11ed-926d-a96d6180cd25,Sopa de Mondongo Colombiano,2,El jugo de 1 limón,el jugo de 1 limon,el jugo de 1 limon,,1,1.0,unidad,el jugo de 1 limon,,,,jugo de 1 limon,,,sin_conversion
86af71d2-e16a-11ed-926d-a96d6180cd25,Sopa de Mondongo Colombiano,5,3 chorizos colombianos en rodajas,3 chorizos colombianos en rodajas,chorizos colombianos en rodajas,,3,3.0,unidad,chorizos colombianos,en rodajas,,,chorizo colombiano,,,sin_conversion
86af71d2-e16a-11ed-926d-a96d6180cd25,Sopa de Mondongo Colombiano,7,2 cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,,2,2.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71d2-e16a-11ed-926d-a96d6180cd25,Sopa de Mondongo Colombiano,11,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d2-e16a-11ed-926d-a96d6180cd25,Sopa de Mondongo Colombiano,16,Agua,agua,agua,,1,1.0,unidad,agua,,,,agua,,,sin_conversion
86af71d3-e16a-11ed-ab35-a96d6180cd25,Crema de Aguacate,5,2 aguacates maduros pelados y machacados,2 aguacates maduros pelados y machacados,aguacates maduros pelados y machacados,,2,2.0,unidad,aguacates maduros pelados y machacados,,,,aguacat maduro y machacado,,,sin_conversion
86af71d3-e16a-11ed-ab35-a96d6180cd25,Crema de Aguacate,9,Sal y Pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d4-e16a-11ed-89c3-a96d6180cd25,Changua,5,3 cebollas largas picadas,3 cebollas largas picadas,cebollas largas picadas,,3,3.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71d4-e16a-11ed-89c3-a96d6180cd25,Changua,6,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d4-e16a-11ed-89c3-a96d6180cd25,Changua,7,Pan con mantequilla para servir,pan con mantequilla para servir,pan con mantequilla para servir,,1,1.0,unidad,pan con mantequilla para servir,,,,pan con mantequilla para servir,,,sin_conversion
86af71d5-e16a-11ed-82c9-a96d6180cd25,Caldo de Pollo con Papa,1,2 grandes pechugas de pollo con hueso,2 grandes pechugas de pollo con hueso,grandes pechugas de pollo con hueso,,2,2.0,unidad,grandes pechugas de pollo con hueso,,,,pechuga de pollo con hueso,,,sin_conversion
86af71d5-e16a-11ed-82c9-a96d6180cd25,Caldo de Pollo con Papa,6,6 cebollas largas picadas,6 cebollas largas picadas,cebollas largas picadas,,6,6.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71d5-e16a-11ed-82c9-a96d6180cd25,Caldo de Pollo con Papa,9,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,1,4 corazones grandes de alcachofas congeladas o frescas,4 corazones grandes de alcachofas congeladas o frescas,corazones grandes de alcachofas congeladas o frescas,,4,4.0,unidad,corazones grandes de alcachofas congeladas o frescas,,,,corazon de alcachofa congelada,,,sin_conversion
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,7,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,6,1 to mate mediano picado,1 to mate mediano picado,to mate mediano picado,,1,1.0,unidad,to mate,mediano picado,,,to mate,,,sin_conversion
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,9,1 tableta de caldo de pescado,1 tableta de caldo de pescado,tableta de caldo de pescado,,1,1.0,unidad,tableta de caldo de pescado,,,,tableta de caldo de pescado,,,sin_conversion
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,17,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,8,1 y ½ tazas de cebolla larga picada,1 y 1/2 tazas de cebolla larga picada,y 1/2 tazas de cebolla larga picada,,1,1.0,unidad,y 1/2 tazas de cebolla larga,picada,,,cebolla larga,,,sin_conversion
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,16,1 y ½ tazas de arroz blanco,1 y 1/2 tazas de arroz blanco,y 1/2 tazas de arroz blanco,,1,1.0,unidad,y 1/2 tazas de arroz blanco,,,,1 2 taza de arroz,,,sin_conversion
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,19,2 chorizos o salchicha ahumada cortdos en rodajas,2 chorizos o salchicha ahumada cortdos en rodajas,chorizos o salchicha ahumada cortdos en rodajas,,2,2.0,unidad,chorizos o salchicha ahumada cortdos,en rodajas,,,chorizo o salchicha ahumada cortdo,,,sin_conversion
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,20,Cilantro fresco picado para decorar,cilantro fresco picado para decorar,cilantro fresco picado para decorar,,1,1.0,unidad,cilantro,fresco picado,,,cilantro,,,sin_conversion
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,1,2 tilapias pequeñas o pargo rojo limpios,2 tilapias pequenas o pargo rojo limpios,tilapias pequenas o pargo rojo limpios,,2,2.0,unidad,tilapias pequenas o pargo rojo limpios,,,,tilapia o pargo,,,sin_conversion
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,2,1 cebolla larga finamente picado,1 cebolla larga finamente picado,cebolla larga finamente picado,,1,1.0,unidad,cebolla larga,finamente picado,,,cebolla larga,,,sin_conversion
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,3,El jugo de 1 limón,el jugo de 1 limon,el jugo de 1 limon,,1,1.0,unidad,el jugo de 1 limon,,,,jugo de 1 limon,,,sin_conversion
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,4,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,7,1 tableta de caldo de res,1 tableta de caldo de res,tableta de caldo de res,,1,1.0,unidad,tableta de caldo de res,,,,tableta de caldo de res,,,sin_conversion
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,3,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,5,2 cebollas largas,2 cebollas largas,cebollas largas,,2,2.0,unidad,cebollas largas,,,,cebolla larga,,,sin_conversion
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,8,1 pimentuón rojo cortado en cubitos,1 pimentuon rojo cortado en cubitos,pimentuon rojo cortado en cubitos,,1,1.0,unidad,pimentuon rojo,cortado en cubitos,,,pimentuon,,,sin_conversion
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,9,4 to mates cortados en cubitos,4 to mates cortados en cubitos,to mates cortados en cubitos,,4,4.0,unidad,to mates,cortados en cubitos,,,to mat,,,sin_conversion
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,15,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,4,Sal y pimienta,sal y pimienta,sal y pimienta,,1,1.0,unidad,sal y pimienta,,,,sal y pimienta,,,sin_conversion
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,4,2 cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,,2,2.0,unidad,cebollas largas,picadas,,,cebolla larga,,,sin_conversion
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,7,2 huevos grandes batidos,2 huevos grandes batidos,huevos grandes batidos,,2,2.0,unidad,huevos grandes batidos,,,,huevo batido,,,sin_conversion
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,14,1 pimentón rojo cortado en tiras delgadas,1 pimenton rojo cortado en tiras delgadas,pimenton rojo cortado en tiras delgadas,,1,1.0,unidad,pimenton rojo en tiras delgadas,cortado,,,pimenton en tira delgada,,,sin_conversion
